Rank,Name,Year,Genre,Publisher
555,Mario Party,1998,Misc,Nintendo
556,Madden NFL 12,2011,Sports,Electronic Arts
557,LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts
558,Madden NFL 11,2010,Sports,Electronic Arts
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,Nintendo
560,Skate 3,2010,Sports,Electronic Arts
561,Burnout 3: Takedown,2004,Racing,Electronic Arts
562,Yokai Watch 2 Shinuchi,2014,Role-Playing,Level 5
563,Need for Speed: Shift,2009,Racing,Electronic Arts
564,Final Fantasy XIII-2,2011,Role-Playing,Square Enix
566,Call Of Duty 2: Big Red One,2005,Shooter,Activision
569,Fable,2004,Role-Playing,Microsoft Game Studios
570,Hannah Montana,2006,Action,Disney Interactive Studios
572,Skylanders Giants,2012,Action,Activision
573,Medal of Honor Heroes,2006,Shooter,Electronic Arts
574,Super Mario Bros.: The Lost Levels,1986,Platform,Nintendo
575,Star Wars: Shadows of the Empire,1996,Action,Nintendo
577,Midnight Club: Street Racing,2000,Racing,Take-Two Interactive
578,Pac-Man: Adventures in Time,2006,Fighting,Sony Computer Entertainment
579,Halo Wars,2009,Strategy,Microsoft Game Studios
580,God of War Collection,2009,Action,Sony Computer Entertainment
581,ESPN NFL 2K5,2004,Sports,Sega
582,Mario Strikers Charged,2007,Sports,Nintendo
585,NBA 2K12,2011,Sports,Take-Two Interactive
586,Style Savvy,2008,Simulation,Nintendo
587,Harry Potter and the Chamber of Secrets,2002,Action,Electronic Arts
588,Super Mario All-Stars: Limited Edition,2010,Platform,Nintendo
589,Streets of Rage,1990,Action,Sega
590,FIFA Soccer 09,2008,Sports,Electronic Arts
591,Ratchet & Clank Future: Tools of Destruction,2007,Platform,Sony Computer Entertainment
592,NBA Live 2005,2004,Sports,Electronic Arts
594,Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment
595,Ghostbusters: The Video Game (DS Version),2009,Action,Take-Two Interactive
596,Monster Hunter Freedom 2,2007,Role-Playing,Capcom
597,WWE SmackDown vs. RAW 2007,2006,Fighting,THQ
598,Ratchet & Clank: Up Your Arsenal,2004,Platform,Sony Computer Entertainment
599,Art Academy,2010,Misc,Nintendo
600,Dragon Age: Origins,2009,Role-Playing,Electronic Arts
601,Madden NFL 08,2007,Sports,Electronic Arts
602,Sonic Adventure 2 Battle,2001,Platform,Sega
603,Dragon Warrior II,1987,Role-Playing,Enix Corporation
605,Pokémon Colosseum,2003,Role-Playing,Nintendo
606,Deca Sports,2008,Sports,Konami Digital Entertainment
607,Madden NFL 09,2008,Sports,Electronic Arts
608,Space Invaders,N/A,Shooter,Atari
609,Crazy Taxi,2001,Racing,Acclaim Entertainment
610,Perfect Dark,2000,Action,Nintendo
611,Game Party,2007,Misc,Midway Games
612,Dragon Warrior,1986,Role-Playing,Capcom
613,Tomb Raider (2013),2013,Action,Square Enix
614,Marvel: Ultimate Alliance,2006,Role-Playing,Activision
615,PES 2009: Pro Evolution Soccer,2008,Sports,Konami Digital Entertainment
616,Mario Party 2,1999,Misc,Nintendo
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,Take-Two Interactive
619,LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment
620,Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games
621,Resistance 2,2008,Shooter,Sony Computer Entertainment
622,Pure,2008,Racing,Disney Interactive Studios
623,Tomb Raider: The Last Revelation,1998,Action,Eidos Interactive
625,Rock Band,N/A,Misc,Electronic Arts
626,NBA 2K14,2013,Sports,Take-Two Interactive
627,Mario Party 4,2002,Misc,Nintendo
628,uDraw Studio,2010,Misc,THQ
629,Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive
630,Final Fantasy V,1992,Role-Playing,SquareSoft
631,Final Fantasy Tactics,1997,Role-Playing,SquareSoft
632,Twisted Metal 2,1996,Racing,Sony Computer Entertainment
633,Halo: Combat Evolved Anniversary,2011,Shooter,Microsoft Game Studios
634,Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts
635,The Sims: Bustin' Out,2003,Simulation,Electronic Arts
636,Riven: The Sequel to Myst,1997,Adventure,Red Orb
637,Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft
638,Sonic Adventure,1998,Platform,Sega
639,Ice Hockey,1988,Sports,Nintendo
640,pro evolution soccer 2011,2010,Sports,Konami Digital Entertainment
641,Dragon Ball Z: Budokai 2,2003,Fighting,Atari
642,ATV Offroad Fury,2001,Racing,Sony Computer Entertainment
643,Dino Crisis,1998,Action,Capcom
645,Need for Speed: ProStreet,2007,Racing,Electronic Arts
647,Tetris Plus,1996,Puzzle,JVC
648,Pro Wrestling,1987,Fighting,Nintendo
649,Theme Hospital,1997,Strategy,Electronic Arts
650,Frogger's Adventures: Temple of the Frog,N/A,Adventure,Konami Digital Entertainment
651,Need for Speed (2015),2015,Racing,Electronic Arts
655,Monopoly,1994,Misc,Hasbro Interactive
656,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment
657,Dead Island,2011,Action,Deep Silver
658,Guitar Hero,2005,Misc,RedOctane
660,Kinect: Disneyland Adventures,2011,Misc,Microsoft Game Studios
661,WCW/nWo Revenge,1998,Fighting,THQ
662,Bloodborne,2015,Action,Sony Computer Entertainment
663,NBA 2K15,2014,Sports,Take-Two Interactive
665,Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,Konami Digital Entertainment
667,Half-Life 2,2004,Shooter,Vivendi Games
668,The Incredibles,2004,Action,THQ
669,Tony Hawk's Underground 2,2004,Sports,Activision
671,Kinect Sports: Season Two,2011,Sports,Microsoft Game Studios
672,Kirby's Dream Land 2,1995,Platform,Nintendo
674,Donkey Kong Land II,1996,Platform,Nintendo
675,Dragon Warrior Monsters,1998,Role-Playing,Eidos Interactive
677,Skylanders SWAP Force,2013,Platform,Activision
678,WWE SmackDown vs Raw 2008,2007,Fighting,THQ
679,My Fitness Coach,2008,Sports,Ubisoft
680,Resident Evil - Code: Veronica X,2001,Action,Capcom
682,The Legend of Zelda: Majora's Mask 3D,2015,Action,Nintendo
684,Just Dance Kids,2010,Misc,Ubisoft
685,Mario Tennis,2000,Sports,Nintendo
686,Grand Theft Auto,1997,Action,Take-Two Interactive
687,James Bond 007: Everything or Nothing,2004,Shooter,Electronic Arts
688,WarioWare Touched!,2004,Puzzle,Nintendo
689,Need For Speed: High Stakes,1999,Racing,Electronic Arts
690,Chrono Trigger,1995,Role-Playing,SquareSoft
691,Cool Boarders 3,1998,Sports,989 Studios
692,LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment
693,Guild Wars 2,2012,Action,NCSoft
694,Pokemon Ranger: Shadows of Almia,2008,Role-Playing,Nintendo
697,God of War: Ascension,2013,Action,Sony Computer Entertainment
699,Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment
700,Just Dance 2015,2014,Misc,Ubisoft
701,Yokai Watch Busters,2015,Action,Level 5
702,Mario Bros.,1983,Platform,Nintendo
706,TOCA Touring Car Championship,1997,Racing,Codemasters
707,Paper Mario: Sticker Star,2012,Role-Playing,Nintendo
708,Sonic's Ultimate Genesis Collection,2009,Misc,Sega
709,Super Monkey Ball: Banana Blitz,2006,Misc,Sega
710,Kirby: Nightmare in Dream Land,2002,Platform,Nintendo
711,Wario Land 4,2001,Platform,Nintendo
716,Onimusha 2: Samurai's Destiny,2002,Adventure,Capcom
717,Cool Boarders 2,1997,Sports,UEP Systems
718,Paper Mario: The Thousand-Year Door,2004,Role-Playing,Nintendo
721,Dissidia: Final Fantasy,2008,Fighting,Square Enix
722,Sonic Advance,2001,Platform,Sega
723,Spyro: Season of Ice,2001,Platform,Vivendi Games
724,Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Action,Konami Digital Entertainment
726,Dance Dance Revolution X2,2009,Simulation,Konami Digital Entertainment
727,New Super Luigi U,2013,Platform,Nintendo
728,Prince of Persia: The Sands of Time,2003,Action,Ubisoft
729,Scribblenauts,2009,Puzzle,Warner Bros. Interactive Entertainment
730,The Legend of Zelda: Link's Awakening DX,1998,Adventure,Nintendo
732,BioShock 2,2010,Shooter,Take-Two Interactive
734,Devil May Cry 3: Dante's Awakening Special Edition,2006,Action,Capcom
735,Rock Band 2,2008,Misc,Electronic Arts
738,Wario Land 3,2000,Platform,Nintendo
739,Pro Yakyuu Family Stadium,1986,Sports,Namco Bandai Games
740,Sonic Unleashed,2008,Platform,Sega
741,High School Musical: Makin' the Cut!,2007,Puzzle,Disney Interactive Studios
742,Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment
743,Saints Row,2006,Action,THQ
744,Star Wars: Knights of the Old Republic,2003,Role-Playing,Activision
745,Kirby's Pinball Land,1992,Misc,Nintendo
747,Hitman: Absolution,2012,Action,Square Enix
748,Yu-Gi-Oh: Duel Monsters 4,2000,Role-Playing,Konami Digital Entertainment
749,ATV Offroad Fury 2,2002,Racing,THQ
750,Forza Motorsport 5,2013,Racing,Microsoft Game Studios
751,Madden NFL 25,2013,Sports,Electronic Arts
752,Pokemon Ranger,2006,Role-Playing,Nintendo
753,Mario & Luigi: Superstar Saga,2003,Role-Playing,Nintendo
755,Star Wars: Rogue Squadron,1998,Simulation,Nintendo
756,Tennis,1984,Sports,Nintendo
757,The Sims: House Party,2001,Simulation,Electronic Arts
758,Your Shape featuring Jenny McCarthy,2009,Sports,Ubisoft
759,Syphon Filter 2,2000,Shooter,Sony Computer Entertainment
760,Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft
761,Volleyball,1987,Sports,Nintendo
763,Call of Duty: Roads to Victory,2007,Shooter,Activision
764,Super Mario RPG: Legend of the Seven Stars,1996,Role-Playing,Nintendo
765,Mahjong,1983,Misc,Nintendo
766,R.C. Pro-Am,1988,Racing,Nintendo
767,SimCity 2000,1992,Simulation,Maxis
768,Demon Attack,1981,Shooter,Imagic
769,Dance Dance Revolution Extreme,2004,Simulation,Konami Digital Entertainment
770,Tetris DS,2006,Puzzle,Nintendo
771,Final Fantasy Tactics Advance,2003,Role-Playing,SquareSoft
772,Far Cry: Primal,2016,Action,Ubisoft
773,Toy Story 3: The Video Game,2010,Action,Disney Interactive Studios
775,Kirby's Epic Yarn,2010,Platform,Nintendo
776,Project Gotham Racing,2001,Racing,Microsoft Game Studios
782,Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts
783,Mario Sports Mix,2010,Sports,Nintendo
785,Dynasty Warriors 4,2003,Action,Tecmo Koei
787,Parasite Eve,1998,Role-Playing,SquareSoft
788,Scooby-Doo! Night of 100 Frights,2002,Platform,THQ
789,Project Gotham Racing (JP weekly sales),2002,Action,Microsoft Game Studios
790,Need for Speed: Most Wanted 5-1-0,2005,Racing,Electronic Arts
791,Portal 2,2011,Shooter,Valve Software
792,Devil May Cry 3: Dante's Awakening,2005,Action,Capcom
793,Derby Stallion,1997,Sports,ASCII Entertainment
794,Dead Rising,2006,Action,Capcom
796,NBA 2K11,2010,Action,Take-Two Interactive
797,Wipeout: The Game,2009,Misc,Mindscape
798,The Sims 2: Pets,2006,Simulation,Electronic Arts
799,Battlefield: Hardline,2015,Shooter,Electronic Arts
800,Metal Gear Solid: Peace Walker,2010,Action,Konami Digital Entertainment
801,World of Warcraft: Cataclysm,2010,Role-Playing,Activision
802,Tetris Worlds,2002,Puzzle,THQ
803,Need For Speed: Undercover,2008,Racing,Electronic Arts
804,Dance Dance Revolution: Hottest Party,2007,Simulation,Konami Digital Entertainment
805,Mario Party 5,2003,Misc,Nintendo
807,Sim Theme Park,1998,Strategy,Electronic Arts
808,Warcraft: Orcs & Humans,1994,Strategy,Activision
810,Spec Ops: Airborne Commando,2002,Shooter,Take-Two Interactive
811,Kingdom Hearts: Birth by Sleep,2010,Role-Playing,Square Enix
812,UFC 2009 Undisputed,2009,Fighting,THQ
813,Dark Souls,2011,Role-Playing,Namco Bandai Games
814,Yu-Gi-Oh! The Eternal Duelist Soul,2001,Strategy,Konami Digital Entertainment
817,Tom Clancy's Splinter Cell: Conviction,2010,Action,Ubisoft
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005,Role-Playing,Nintendo
820,R4: Ridge Racer Type 4,1998,Racing,Namco Bandai Games
821,SoulCalibur II,2003,Fighting,Namco Bandai Games
822,Mario & Luigi: Dream Team,2013,Role-Playing,Nintendo
826,Pokémon Mystery Dungeon: Blue Rescue Team,2005,Role-Playing,Nintendo
827,Sonic Mega Collection,2002,Misc,Infogrames
829,NBA Jam,1992,Sports,Arena Entertainment
830,PGR4 - Project Gotham Racing 4,2007,Racing,Microsoft Game Studios
831,Kingdom Hearts 358/2 Days,2009,Role-Playing,Square Enix
832,Dance Central 2,2011,Misc,Microsoft Game Studios
833,Rayman Raving Rabbids: TV Party,2008,Misc,Ubisoft
834,SOCOM: U.S. Navy SEALs: Combined Assault,2006,Shooter,Sony Computer Entertainment
835,Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft
837,Need for Speed: The Run,2011,Action,Electronic Arts
838,Madden NFL 15,2014,Sports,Electronic Arts
839,1080°: TenEighty Snowboarding,1998,Sports,Nintendo
841,NBA Live 2004,2003,Sports,Electronic Arts
842,Dead Space,2008,Action,Electronic Arts
843,Call of Duty 2,2005,Shooter,Activision
845,Forza Horizon,2012,Racing,Microsoft Game Studios
846,TouchMaster,2007,Puzzle,Midway Games
849,Fire Emblem: Awakening,2012,Role-Playing,Nintendo
850,DriveClub,2014,Racing,Sony Computer Entertainment
851,Super Street Fighter II,1993,Fighting,Nintendo
852,Mortal Kombat vs. DC Universe,2008,Fighting,Midway Games
853,Tenchu: Stealth Assassins,1997,Action,Activision
857,SimCity,1991,Simulation,Nintendo
860,Dragon Age: Inquisition,2014,Role-Playing,Electronic Arts
861,Sonic Classic Collection,2010,Platform,Sega
862,Spyro: Enter the Dragonfly,2002,Platform,Universal Interactive
864,Devil May Cry 2,2003,Action,Capcom
865,Burnout Paradise,2008,Racing,Electronic Arts
866,E.T.: The Extra Terrestrial,1981,Action,Atari
867,BioShock Infinite,2013,Shooter,Take-Two Interactive
868,Hot Shots Golf: Open Tee,2004,Sports,Sony Computer Entertainment
869,Rad Racer,1986,Racing,Nintendo
870,Soccer,1985,Sports,Nintendo
871,Kirby Squeak Squad,2006,Platform,Nintendo
872,Tom Clancy's Rainbow Six: Vegas,2006,Shooter,Ubisoft
874,Crash Nitro Kart,2003,Racing,Vivendi Games
876,Star Wars: Dark Forces,1994,Shooter,LucasArts
877,NBA Street Vol. 2,2003,Sports,Electronic Arts
878,Def Jam Vendetta,2003,Fighting,Electronic Arts
880,Who wants to be a millionaire,1999,Misc,Disney Interactive Studios
881,Scooby Doo and the Cyber Chase,2001,Adventure,THQ
882,Alleyway,1989,Puzzle,Nintendo
883,Dragon Ball Z: Budokai 3,2004,Fighting,Atari
884,Jet Moto 2,1997,Racing,Sony Computer Entertainment
885,Tom Clancy's Ghost Recon,2002,Shooter,Ubisoft
886,X-Men Legends,2004,Role-Playing,Activision
889,Mortal Kombat II,1993,Fighting,Acclaim Entertainment
890,Virtua Fighter 2,1995,Fighting,Sega
891,Tetris DX,1998,Puzzle,Nintendo
894,Mario Super Sluggers,2008,Sports,Nintendo
896,The Legend of Zelda: Oracle of Ages,2001,Action,Nintendo
899,Red Faction,2001,Shooter,THQ
900,The Sims: Makin' Magic,2003,Simulation,Electronic Arts
901,MX Unleashed,2004,Racing,THQ
902,PaRappa The Rapper,1996,Misc,Sony Computer Entertainment
903,Toy Story Mania!,2009,Misc,Disney Interactive Studios
904,Mario Party 3,2000,Misc,Nintendo
906,Game Party 2,2008,Misc,Midway Games
907,Destiny: The Taken King,2015,Shooter,Activision
908,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts
909,Star Wars Rogue Leader: Rogue Squadron II,2001,Simulation,LucasArts
910,Max Payne 3,2012,Shooter,Take-Two Interactive
911,Need for Speed Rivals,2013,Racing,Electronic Arts
913,Yokai Watch,2013,Role-Playing,Nintendo
914,Ratchet & Clank Future: A Crack in Time,2009,Platform,Sony Computer Entertainment
915,Yu-Gi-Oh! Forbidden Memories,1999,Role-Playing,Konami Digital Entertainment
916,Mortal Kombat: Deception,2004,Fighting,Midway Games
917,Hot Shots Golf 2,1999,Sports,Sony Computer Entertainment
918,Medal of Honor: European Assault (All Region sales),2005,Shooter,Electronic Arts
919,WCW Nitro,1998,Fighting,THQ
920,High School Musical: Sing It!,2007,Misc,Disney Interactive Studios
921,Star Fox Adventures,2002,Adventure,Nintendo
922,FIFA 2000,1998,Sports,Electronic Arts
923,Dynasty Warriors 3,2001,Action,THQ
925,The Legend of Zelda: Oracle of Seasons,2001,Adventure,Nintendo
927,Shrek 2,2004,Platform,Activision
928,The Legend of Dragoon,1999,Role-Playing,Sony Computer Entertainment
929,Turok 2: Seeds of Evil,1997,Platform,Acclaim Entertainment
930,SingStar,2004,Misc,Sony Computer Entertainment
931,LittleBigPlanet 3,2014,Platform,Sony Computer Entertainment
932,NBA Live 2002,2001,Sports,Electronic Arts
933,Phineas and Ferb,2009,Action,Disney Interactive Studios
934,Chrono Cross,1999,Role-Playing,SquareSoft
935,GoldenEye 007 (2010),2010,Action,Activision
936,Mario Party: Island Tour,2013,Misc,Nintendo
937,Jak 3,2004,Platform,Sony Computer Entertainment
938,Rayman Raving Rabbids 2,2007,Misc,Ubisoft
939,Kingdom Hearts: Chain of Memories,2004,Role-Playing,Square Enix
940,Pinball,1984,Action,Nintendo
941,inFAMOUS 2,2011,Action,Sony Computer Entertainment
942,Gran Turismo Concept 2001 Tokyo,2001,Racing,Unknown
943,Demon's Souls,2009,Role-Playing,Namco Bandai Games
944,NCAA Football 06,2005,Sports,Electronic Arts
945,"Hey You, Pikachu!",1998,Simulation,Nintendo
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,2005,Misc,THQ
947,World of Warcraft: Mists of Pandaria,2012,Role-Playing,Activision
948,Jet Moto,1996,Racing,Sony Computer Entertainment
949,Just Cause 3,2015,Action,Square Enix
950,Secret of Mana,1993,Role-Playing,SquareSoft
951,The Orange Box,2007,Shooter,Electronic Arts
952,Air Combat,1995,Simulation,Sony Computer Entertainment
953,Kirby: Triple Deluxe,2014,Platform,Nintendo
954,Sonic & Knuckles,1994,Platform,Sega
956,The Sims: Hot Date,2001,Simulation,Electronic Arts
957,Metroid Prime 3: Corruption,2007,Shooter,Nintendo
958,Dragon Quest VI: Realms of Revelation,2010,Role-Playing,Nintendo
959,The Evil Within,2014,Action,Bethesda Softworks
960,DDRMAX2: Dance Dance Revolution,2003,Simulation,Konami Digital Entertainment
962,Virtua Fighter 4,2002,Fighting,Sega
963,Sly 2: Band of Thieves,2004,Platform,Sony Computer Entertainment
965,Sonic Advance 2,2002,Platform,Sega
968,NFL GameDay 2000,1999,Sports,989 Studios
970,Disney's The Lion King,1994,Platform,Virgin Interactive
971,Beyond: Two Souls,2013,Adventure,Sony Computer Entertainment
972,Kinect Star Wars,2012,Action,Microsoft Game Studios
973,Midnight Club II,2003,Racing,Take-Two Interactive
974,Dragon Quest Monsters: Joker,2006,Role-Playing,Square Enix
975,SpongeBob SquarePants: SuperSponge,2001,Action,THQ
976,The Getaway: Black Monday,2004,Action,Sony Computer Entertainment
977,Professor Layton and the Mask of Miracle,2011,Puzzle,Nintendo
978,Just Cause 2,2010,Action,Square Enix
979,Dragon's Dogma,2012,Role-Playing,Capcom
981,50 Cent: Bulletproof,2005,Action,Vivendi Games
983,Wii Party U,2013,Misc,Nintendo
985,Final Fantasy II,1991,Role-Playing,Square
986,Kirby 64: The Crystal Shards,2000,Platform,Nintendo
987,Dead or Alive 3,2001,Fighting,Microsoft Game Studios
989,Metroid II: Return of Samus,1991,Adventure,Nintendo
990,WWF Attitude,1998,Fighting,Acclaim Entertainment
991,The SpongeBob SquarePants Movie,2004,Platform,THQ
992,Golden Sun,2001,Role-Playing,Nintendo
993,Sonic the Hedgehog 3,1994,Platform,Sega
994,Kid Icarus,1986,Platform,Nintendo
995,Def Jam: Fight for NY,2004,Fighting,Electronic Arts
997,State of Emergency,2002,Action,Take-Two Interactive
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,2007,Action,THQ
1002,The Urbz: Sims in the City,2004,Simulation,Electronic Arts
1004,Star Wars: Starfighter,2001,Simulation,Activision
1005,Madden NFL 2000,1998,Sports,Electronic Arts
1008,Pro Evolution Soccer,2001,Sports,Konami Digital Entertainment
1009,Crackdown,2007,Shooter,Microsoft Game Studios
1010,Yoshi,1991,Puzzle,Nintendo
1011,Disney's Aladdin,1993,Platform,Capcom
1012,Kirby's Adventure,1993,Platform,Nintendo
1013,Cooking Mama 3: Shop & Chop,2009,Simulation,505 Games
1014,Dance Dance Revolution X,2008,Simulation,Konami Digital Entertainment
1015,2 Games in 1: Disney Princess & The Lion King,2004,Misc,THQ
1016,Star Wars Episode I: The Phantom Menace,1999,Adventure,LucasArts
1017,Xenosaga Episode I: Der Wille zur Macht,2002,Role-Playing,Namco Bandai Games
